"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","new_Lat","new_Lon"
"53",NA,"IF","SPSF","44596","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","J.B.Baitello","2010-12-01T00:00:00.000+0000",NA,"1152",NA,"R.Cielo-Filho & C.R.Lima & J.B.Baitello",2010,9,29,"brazil","sp","itapeva","Estação Experimental",-49.071944,-24.046111,"COLETA: Cerrado. Árvore 6m, flores em botão ferrugíneo; GEOGRAFIA: Divisa da Estação Experimental com a ponte FEPASA - FES;","BRA:IF:SPSF:0000044596",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.046111,-49.071944
"54",NA,"FZB-BH","BHZB","8226","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"4347",NA,"Rezende, S.G et al.",2010,10,5,"brazil","mg","rio acima","Rio do Peixe. Bacia do Córreo Andaime.",-43.825278,-20.172222,"; Habitat: Floresta Estacional Semidecidual Baixo-montana.; Bioma: Mata Atlântica","BRA:FZB-BH:BHZB:0000008226",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.172222,-43.825278
"55","2015-02-02T09:55:52.000+0000","JBRJ","RB","RB00754330","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","P.O. Rosa",NA,NA,"152",NA,"T. A. Batista; et al.",2010,10,11,"brazil","minas gerais","itamonte","Hotel Casa Alpina, Perto da Estação.",NA,NA,"Árvore ca. 11m alt; ritidoma do tipo fissurado descamando em placas. casca interna vermelha e externa laranja. Folhas com face adaxial pilosa, ferrugínea e descamante. Face adaxial verde escura. botões florais verdes. Flores com sépalas ferrugineas, pétalas e estames cremes e estigma alaranjado. Planta de placa 5010","urn:catalog:JBRJ:RB:754330",NA,"Myrcia retorta Cambess.",NA,NA,1606,"Itamonte",3133006,-44.758791,-22.289104,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-22.289104,-44.758791
"56","2014-07-07T23:44:38.000+0000","JBRJ","RB","RB00707586","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","O.T. Aguiar",NA,NA,"1152",NA,"R. Cielo- Filho; C.R. Lima & J.B. Baitello",2010,12,1,"brazil","sao paulo","itapeva","Estação Experimental, divisa com a ponte FEPASA-FES, cerrado.",-49.071944,-24.046111,NA,"urn:catalog:JBRJ:RB:707586",NA,"Myrcia retorta Cambess.",NA,NA,1064,"Itapeva",3522406,-48.871639,-23.913268,"SAO PAULO","SP","São Paulo",-48.73276064,-22.26541286,-24.046111,-49.071944
"57",NA,"IF","SPSF","44752","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","O.T. Aguiar",NA,NA,"2527",NA,"J.B.Baitello & C.R.Lima & R.Cielo-Filho",2010,12,7,"brazil","sp","itapeva","Estação Experimental",-49.073333,-24.045833,"COLETA: Árvore 5m, fruto vermelho; GEOGRAFIA: Cerradinho próximo a ponte antiga;","BRA:IF:SPSF:0000044752",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.045833,-49.073333
"58",NA,"Universidade Regional de Blumenau, FURB","FURB","19134","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Korte, A","2010-01-25T00:00:00.000+0000",NA,"1213",NA,"Korte, A.",2009,12,1,"brazil","santa catarina","alfredo wagner","Rio das Demoras.",-49.321111,-27.631389,"Florística IFFSC 311 (Arvoreta)","BRA:FURB:FURB:0000019134",NA,"Myrcia retorta Cambess.",NA,NA,488,"Alfredo Wagner",4200705,-49.330592,-27.706005,"SANTA CATARINA","SC","Santa Catarina",-50.80061735,-26.29853803,-27.631389,-49.321111
"59",NA,"Universidade Regional de Blumenau, FURB","FURB","7680","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M","2008-04-01T00:00:00.000+0000",NA,"145",NA,"Verdi, M.",2008,1,16,"brazil","santa catarina","sao bento do sul","Minas de Caulim.",-49.228333,-26.278056,"Florística IFFSC 1024","BRA:FURB:FURB:0000007680",NA,"Myrcia retorta Cambess.",NA,NA,787,"São Bento do Sul",4215802,-49.34941,-26.295148,"SANTA CATARINA","SC","Santa Catarina",-50.80061735,-26.29853803,-26.278056,-49.228333
"60",NA,"Universidade Regional de Blumenau, FURB","FURB","9224","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M","2008-04-01T00:00:00.000+0000",NA,"133",NA,"Godoy, M.B.",2008,1,16,"brazil","santa catarina","sao bento do sul","Minas de Caulim.",-49.228333,-26.278056,"IFFSC 1024/O/38.","BRA:FURB:FURB:0000009224",NA,"Myrcia retorta Cambess.",NA,NA,787,"São Bento do Sul",4215802,-49.34941,-26.295148,"SANTA CATARINA","SC","Santa Catarina",-50.80061735,-26.29853803,-26.278056,-49.228333
"61",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","135310","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"s.n.",NA,"Mendes, MS; Carvalho, WAC",2008,1,23,"brazil","minas gerais","tres marias","Área da Votorantim Metais",-45.232778,-18.185,NA,"BRA:UFMG:BHCB:0000135310",NA,"Myrcia retorta Cambess.",NA,NA,2754,"Três Marias",3169356,-45.069525,-18.298449,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-18.185,-45.232778
"62",NA,"UFRGS","ICN","178532","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Molz, M",NA,NA,"s.n.",NA,"Molz, M",2008,2,28,"brazil","rs","maquine","RBSG",-50.205,-29.566111,"WGS-84; Árvore","BRA:UFRGS:ICN:0000178532",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.566111,-50.205
"63",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","141955","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"24",NA,"Oliveira, CT; Giacomin, LL",2008,8,26,"brazil","minas gerais","catas altas","RPPN Santuário do Caraça, Pico Conceição",-43.526667,-20.093611,"arbusto de 2 m crescendo entre as rochas, frutos negros.","BRA:UFMG:BHCB:0000141955",NA,"Myrcia retorta Cambess.",NA,NA,2396,"Catas Altas",3115359,-43.408175,-20.07551,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.093611,-43.526667
"64",NA,"UFU","HUFU","52447","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, P.O.","2009-10-01T00:00:00.000+0000",NA,"1240",NA,"Rosa, P.O.; Souza, K.M.O.; Silva, L.O.; Cunha, M.J.R. da & Carvalho, M.S.",2008,9,23,"brazil","minas gerais","diamantina","Estrada Gouveia - Curvelo, Cerca de 15km de Gouveia.",-43.835278,-18.560278,"Arvoreta, ca. 2,0 m. Cálice verde, corola e filetes alvos.; Campo rupestre.","BRA:UFU:HUFU:0000052447",NA,"Myrcia retorta Cambess.",NA,NA,2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-18.560278,-43.835278
"65",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","125759","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2009-01-22T00:00:00.000+0000",NA,"3646",NA,"Carmo, FF",2008,9,28,"brazil","minas gerais","igarape","Pico Itatiaiuçu",-44.340847,-20.12,NA,"BRA:UFMG:BHCB:0000125759",NA,"Myrcia retorta Cambess.",NA,NA,2408,"Igarapé",3130101,-44.321934,-20.059013,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.12,-44.340847
"66",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","142182","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"276",NA,"Oliveira, CT; Stehmann, JR; Batista, JAN",2008,12,9,"brazil","minas gerais","catas altas","RPPN Santuário do Caraça, Pico do Inficionado",-43.451389,-20.134722,"arbusto de 2,0 m, frutos negros, folhas discolores.","BRA:UFMG:BHCB:0000142182",NA,"Myrcia retorta Cambess.",NA,NA,2396,"Catas Altas",3115359,-43.408175,-20.07551,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.134722,-43.451389
"67",NA,"UNICAMP","UEC","165000","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Meireles, L.D.","2009-01-01T00:00:00.000+0000",NA,"3263",NA,"Meireles, L.D.; Nunes, J.A.; Neto, J.O.C.; Cordeiro, T.R.",2007,8,30,"brazil","minas gerais","passa quatro","Serra Fina, Pedra da Mina (Baixa)",-44.846944,-22.404861,"Arvoreta, ca. 2,5m, botões florais ferrugíneos.; Mata de Candeia","BRA:UNICAMP:UEC:0000165000",NA,"Myrcia retorta Cambess.",NA,NA,1572,"Passa Quatro",3147600,-44.968241,-22.40522,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-22.404861,-44.846944
"68",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","115800","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2008-01-29T00:00:00.000+0000",NA,"4974",NA,"Stehmann, JR; Garcia, S; Giacomin, LL; Machado, G; Martins, C; Pena, F; Ribeiro, R; Trancoso",2007,10,13,"brazil","minas gerais","ouro preto","Floresta Estadual do Uaimii",-43.578594,-20.255586,"Árvore de 5 m com folhas coriáceas de flor branca","BRA:UFMG:BHCB:0000115800",NA,"Myrcia retorta Cambess.",NA,NA,2297,"Ouro Preto",3146107,-43.611642,-20.391209,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.255586,-43.578594
"69",NA,"UFU","HUFU","49897","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, P.O.","2008-06-01T00:00:00.000+0000",NA,"4584",NA,"Nakajima, J.N.; Rosa, P.O.; Santos, A.P.M. & Mello, F.N.A.",2007,10,16,"brazil","minas gerais","ouro branco","Serra de Ouro Branco",0,0,"Arbusto, ca. 2,5 m. Cálice ferrugíneo, corola alva.; Campo rupestre.","BRA:UFU:HUFU:0000049897",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"70",NA,"Instituto Plantarum de Estudos da Flora Ltda (HPL)","HPL","10404","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. Sobral","2012-02-27T00:00:00.000+0000",NA,"2284",NA,"R. Tsuji & A. Campos-Rocha",2007,10,19,"brazil","pr","pitanga","Coletado nas proximidades da Rodovia Pitanga-Guarapuava, próximo a Igreja (ca. 1,0 km depois)",NA,NA,NA,"BRA:JBP:HPL:0000010404",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,"UFU","HUFU","49907","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, P.O.","2008-06-01T00:00:00.000+0000",NA,"4574",NA,"Nakajima, J.N.; Rosa, P.O.; Santos, A.P.M. & Mello, F.N.A.",2007,10,16,"brazil","minas gerais","ouro branco","Serra de Ouro Branco",0,0,"Arvoreta, ca. 1,5 m. Cálice verde, corola alva.; Campo rupestre.","BRA:UFU:HUFU:0000049907",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"72",NA,"UFU","HUFU","49888","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, P.O.","2007-10-01T00:00:00.000+0000",NA,"4593",NA,"Nakajima, J.N.; Rosa, P.O.; Santos, A.P.M. & Mello, F.N.A.",2007,10,16,"brazil","minas gerais","ouro branco","Serra de Ouro Branco",0,0,"Árvore, ca. 2,0 m. Cálice verde, corola e estames alvos.; Campo rupestre.","BRA:UFU:HUFU:0000049888",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"73",NA,"UFU","HUFU","49710","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, P.O.","2008-10-01T00:00:00.000+0000",NA,"969",NA,"Rosa, P.O.; Santos, A.P.M.; Nakajima, J.N. & Mello, F.N.A.",2007,10,21,"brazil","minas gerais","conselheiro da mata","Trilha para Cachoeira das Fadas",0,0,"Árvore, ca. 6,0 m. Botões florais ferrugíneos.; Mata.","BRA:UFU:HUFU:0000049710",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,NA,NA
"74",NA,"Instituto Plantarum de Estudos da Flora Ltda (HPL)","HPL","10395","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. Sobral","2012-02-27T00:00:00.000+0000",NA,"2276",NA,"R. Tsuji & A. Campos-Rocha",2007,10,18,"brazil","pr","ibituva","Coletado próximo ao trevo Ibituva-Irati, sentido Guarapuava, em propriedade particular do Sr. Moraes.",NA,NA,NA,"BRA:JBP:HPL:0000010395",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,"UFU","HUFU","49883","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, P.O.","2008-06-01T00:00:00.000+0000",NA,"4598",NA,"Nakajima, J.N.; Rosa, P.O.; Santos, A.P.M. & Mello, F.N.A.",2007,10,16,"brazil","minas gerais","ouro branco","Serra de Ouro Branco, Estrada para Morro do Gabriel.",0,0,"Árvore, ca. 2,0 m. Frutos imaturos esverdeados.; Campo rupestre.","BRA:UFU:HUFU:0000049883",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"76",NA,"UNIVILLE","JOI","7338","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M.E.G. Sobral","2008-02-20T00:00:00.000+0000",NA,"2001",NA,"F.C.S. Vieira",2007,11,15,"brazil","santa catarina","joinville","Nascentes do rio Cubatão.",NA,NA,"; HABITAT: mata ciliar; HABITO: Árvore; TIPO VEGETACIONAL: Floresta Ombrófila Mista","BRA:UNIVILLE:JOI:0000007338",NA,"Myrcia retorta Cambess.",NA,NA,793,"Joinville",4209102,-48.955158,-26.24552,"SANTA CATARINA","SC","Santa Catarina",-50.80061735,-26.29853803,-26.24552,-48.955158
"77",NA,"USP","SPF","175539","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Santos, MF","2006-07-01T00:00:00.000+0000",NA,"63",NA,"Santos, MF",2006,1,9,"brazil","minas gerais","ouro branco","Serra do Ouro Branco",0,0,NA,"BRA:USP:SPF:0000175539",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"78",NA,"USP","SPF","175540","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Santos, MF","2006-07-01T00:00:00.000+0000",NA,"86",NA,"Santos, MF",2006,1,9,"brazil","minas gerais","ouro branco","Serra do Ouro Branco",0,0,NA,"BRA:USP:SPF:0000175540",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"79",NA,"UFV","VIC","19555","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"s.n.",NA,"Santos, M.F.; et al.",2006,1,9,"brazil","minas gerais","ouro branco","Serra de Ouro Branco",0,0,"Arvoreta de 2 m, folhas discolores, frutos maduros rubros a vináceos","BRA:UFV:VIC:0000019555",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"80",NA,"USP","SPF","175541","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Santos, MF","2006-07-01T00:00:00.000+0000",NA,"93",NA,"Santos, MF",2006,1,10,"brazil","minas gerais","ouro branco","Serra do Ouro Branco",0,0,NA,"BRA:USP:SPF:0000175541",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"81",NA,"UNIVILLE","JOI","8293","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. Sobral","2008-04-01T00:00:00.000+0000",NA,"133",NA,"M.B. Godoy",2006,1,16,"brazil","santa catarina","sao bento do sul","Minas de Caulim.",NA,NA,"; TIPO VEGETACIONAL: Fom - Estepe","BRA:UNIVILLE:JOI:0000008293",NA,"Myrcia retorta Cambess.",NA,NA,787,"São Bento do Sul",4215802,-49.34941,-26.295148,"SANTA CATARINA","SC","Santa Catarina",-50.80061735,-26.29853803,-26.295148,-49.34941
"82",NA,"USP","SPF","175542","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Santos, MF","2006-07-01T00:00:00.000+0000",NA,"94",NA,"Santos, MF",2006,1,10,"brazil","minas gerais","ouro branco","Serra do Ouro Branco",0,0,NA,"BRA:USP:SPF:0000175542",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"83",NA,"UFU","HUFU","44589","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"467",NA,"Hattori, E.K.O.; R. Romero, R.; Arantes, A.A.; Bernardes, P.H.N. & Freitas, F.S.",2006,2,16,"brazil","minas gerais",NA,"Região da Represa de Furnas, Paraíso Perdido.",0,0,"Arvoreta, ca. 3,5 m. Frutos maduros arroxeados.; Borda de mata de galeria.","BRA:UFU:HUFU:0000044589",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,-18.45798563,-44.65770348
"84",NA,"UFU","HUFU","44446","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, P.O.","2011-08-01T00:00:00.000+0000",NA,"7511",NA,"R. Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O.; Arantes, A.A. & Freitas, F.S.",2006,2,15,"brazil","minas gerais",NA,"Estrada para Cachoeira Feixo da Serra, Rio Turvo, próximo ao rio trecho de asfalto. Região de Represa de Furnas.",-46.230833,-20.604444,"Árvore, ca. 2 m. Frutos imaturos verdes.; Campo rupestre.","BRA:UFU:HUFU:0000044446",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,-20.604444,-46.230833
"85",NA,"HUCP",NA,"18552","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Selusniaki, M",NA,NA,"920",NA,"Selusniaki, M; Beltrami, L",2006,5,1,"brazil","parana",NA,NA,0,0,NA,"18407",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",-51.62375032,-24.6368312,-24.6368312,-51.62375032
"86","2017-10-16T22:25:37.000+0000","JBRJ","RB","RB00782181","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. Sobral","2013-01-01T00:00:00.000+0000",NA,"1661",NA,"G. O. Romão; A. P. T. Dantas",2006,9,7,"brazil","parana","bocaiuva do sul","Ca. 9 km da BR 476¨, km 70- 71. acesso a chácara Serra da Bocaina; Acesso pela rod. Governador José Richa.",-49.016667,-25.05,"Arbusto 1,5m alt.; botões branco - ferrugíneos","urn:catalog:JBRJ:RB:782181",NA,"Myrcia retorta Cambess.",NA,NA,917,"Bocaiúva do Sul",4103107,-48.936148,-25.115966,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.05,-49.016667
